session_id,application_id,device_id,created_at,dt
72a9985f-5292-4876-bfef-9a8057de0461,ifood-colombia-ios,5a15cbf4-2285-435e-80d1-9b97f2b37e87,2023-02-02T12:57:53.122+0000,2023-02-02
71a9e0cf-300b-4e58-9905-dde21caddbbe,ifood-ios-homolog,bc20e9a9-703b-445b-b268-180fdf8830c4,2023-02-02T12:50:26.938+0000,2023-02-02
f4ef44a7-42b0-47a9-a402-e76bf844ee0e,ifood-colombia-ios,715385ea-1c44-4933-976a-b944a8f31241,2023-02-02T12:54:31.291+0000,2023-02-02
2195e629-6e8e-4116-80d4-8c3580fcb06c,backoffice_agent_helper_front,ee9a2f2b-75b7-4425-ab6b-39f2734fa84c,2023-02-02T12:25:47.902+0000,2023-02-02
343a9b54-7bc9-4192-9fa9-65cb32d7c228,backoffice_agent_helper_front,d6ece7e6-623d-4485-aab9-8e2f2d9e894a,2023-02-02T12:43:34.868+0000,2023-02-02
70c71f62-efc6-46db-a9ff-1c2bcc2606c9,backoffice_agent_helper_front,97330c3c-1a77-4015-8097-42e0809c2e51,2023-02-02T12:39:21.740+0000,2023-02-02
a93b8619-6a7e-46dd-bb6d-4bfa7372078e,backoffice_agent_helper_front,a9cfc9b3-eed7-44ff-b7a3-329103bb58c2,2023-02-02T12:43:59.602+0000,2023-02-02
defa74a2-c238-4bb4-ac72-4d0644bc81bb,backoffice_agent_helper_front,8097c819-4c49-4aed-b9db-83b933041f70,2023-02-02T12:38:41.928+0000,2023-02-02
111fff9a-67ae-4b50-89bc-831d9f6e6096,backoffice_agent_helper_front,63f4ec41-0003-4a6c-ad47-62625a84138d,2023-02-02T12:44:22.217+0000,2023-02-02
5b47bc6b-dd32-4240-8e79-bc4745f27a61,backoffice_agent_helper_front,4f3ac8d6-c2ca-4a84-86c1-acdd7280a8e0,2023-02-02T12:45:10.609+0000,2023-02-02
c1238d69-5157-4eed-9b19-c7ecb0a65cf8,backoffice_agent_helper_front,4200fc18-183d-4479-9988-f4dc4b1ac147,2023-02-02T12:37:54.752+0000,2023-02-02
6012813a-9692-4b55-ad74-d0e4cf1392a4,backoffice_agent_helper_front,aebe1c15-18f8-4129-8da5-0b5807c575c8,2023-02-02T12:45:41.660+0000,2023-02-02
7bac67d0-072c-4971-84e9-3f7d7a6788ef,backoffice_agent_helper_front,07c59966-6b8d-404d-805b-633ad5d29bdf,2023-02-02T12:30:25.128+0000,2023-02-02
69c02ddf-7da9-4d75-82e5-ac5f1c2e41d9,backoffice_agent_helper_front,45eb67ea-dcc4-4997-8c60-26e37fa917d2,2023-02-02T12:47:06.994+0000,2023-02-02
8a3c7e0d-de53-4885-9e59-45d9cdf1fd05,backoffice_agent_helper_front,c41e1c90-813f-4075-ad05-ca9b5465e03b,2023-02-02T12:47:24.097+0000,2023-02-02
111fff9a-67ae-4b50-89bc-831d9f6e6096,backoffice_agent_helper_front,63f4ec41-0003-4a6c-ad47-62625a84138d,2023-02-02T12:44:22.217+0000,2023-02-02
8b48fe65-b3bf-49b3-8118-0e7eb74bebf1,backoffice_agent_helper_front,7c01daea-51e5-4d5a-903d-71155c6a3ec1,2023-02-02T12:48:21.082+0000,2023-02-02
e2d4e0f5-0c75-4464-b75f-b09fbc5374ff,backoffice_agent_helper_front,92d6188f-30da-45fa-95cb-a1a7e821ae33,2023-02-02T12:48:38.695+0000,2023-02-02
94365a16-83c6-4a45-80c2-f865587b3a3b,backoffice_agent_helper_front,b9185678-748d-4622-8a2e-46725b911a8a,2023-02-02T12:42:03.232+0000,2023-02-02
e87b54ed-3606-4a89-b83f-b36ca14e8d32,backoffice_agent_helper_front,166383a5-7047-475b-89b8-f2e99c4cbf43,2023-02-02T12:49:05.992+0000,2023-02-02
57bdd88a-b873-45f3-a44e-46f3ffe5d717,backoffice_agent_helper_front,8f24bb5f-48a8-480e-a0c9-5ff60a26aa16,2023-02-02T12:49:08.822+0000,2023-02-02
7054a872-627d-4638-976b-62e7fe148c24,backoffice_agent_helper_front,b0080bca-7b9b-441c-9f1c-c5afc331cbdb,2023-02-02T12:49:34.492+0000,2023-02-02
5d20c867-9512-46eb-bed2-f4c735f3f758,backoffice_agent_helper_front,f6b4a0c4-6229-4a6f-9ad6-0f75f0b5f6d4,2023-02-02T12:49:52.128+0000,2023-02-02
dfacbe96-caa1-43ee-8820-7519680ae19d,backoffice_agent_helper_front,e2d48de8-c089-4605-9081-5f5d66ada234,2023-02-02T12:50:02.076+0000,2023-02-02
e456bcef-9173-41f1-827c-6bf75e26e47e,backoffice_agent_helper_front,e402a0c3-4391-4e80-9256-d0e39be5e968,2023-02-02T12:34:11.864+0000,2023-02-02
019d598b-9d20-4d17-9a1f-1e7c73599678,backoffice_agent_helper_front,6f979a3f-fca8-46a5-ad62-584f0accecee,2023-02-02T12:50:32.681+0000,2023-02-02
9a5d4366-44f7-420a-af53-91e45697c103,backoffice_agent_helper_front,b351f650-9aae-4f2a-9d53-db9238810b00,2023-02-02T12:52:02.698+0000,2023-02-02
db694c19-e522-4a65-a1e2-4d6418529b0a,backoffice_agent_helper_front,ab60497c-e2a5-4d49-b46d-5031840bd2d0,2023-02-02T12:54:20.223+0000,2023-02-02
c7345239-e2ba-45e8-9dbd-36e713316b80,backoffice_agent_helper_front,161fb3bb-5d66-442e-960c-d5d6ef3a60b4,2023-02-02T12:53:42.013+0000,2023-02-02
b88b8d68-c23d-401e-8d77-f1d3e414144e,backoffice_agent_helper_front,dbb49564-4b8c-47c7-b2e8-1bf7e24cc2a6,2023-02-02T12:54:40.660+0000,2023-02-02
80f25500-cff2-4e71-99a6-5064f3ccf852,backoffice_agent_helper_front,45d530da-2a26-4429-8f58-6e913ad58c9e,2023-02-02T12:54:41.335+0000,2023-02-02
ea2065a0-ae47-4480-b35b-57b8a1490e4f,backoffice_agent_helper_front,63f4ec41-0003-4a6c-ad47-62625a84138d,2023-02-02T12:55:22.891+0000,2023-02-02
e5d0219b-74ff-47be-baf0-1f3e01f28c76,backoffice_agent_helper_front,2041bcbb-71f7-4958-89c3-ec349c06ceec,2023-02-02T12:55:33.650+0000,2023-02-02
07064afd-f5eb-4f9c-b884-5aa799a3814e,backoffice_agent_helper_front,9b919358-3a0d-4379-a1a7-bd30ef3dda93,2023-02-02T12:55:35.421+0000,2023-02-02
a3e590e7-0248-412f-9d12-0af3e5337efa,backoffice_agent_helper_front,874ac94b-ebd8-4e8d-beb0-fab4b0f78028,2023-02-02T12:57:10.277+0000,2023-02-02
08a8302c-e923-405c-99cb-8c0936bcd293,backoffice_agent_helper_front,d6206c97-d8e4-4847-8743-03228f54f4ef,2023-02-02T12:57:24.641+0000,2023-02-02
229c7b76-d4f5-4549-a480-de234ecbbb22,backoffice_agent_helper_front,39ebb987-d7a0-4632-a182-bd49bfdb836a,2023-02-02T12:57:35.413+0000,2023-02-02
cf348f2d-3db8-467a-992a-300cc5a25626,backoffice_agent_helper_front,626de099-9163-4aa4-8869-1c05262d1eec,2023-02-02T12:02:17.249+0000,2023-02-02
ebba13bd-88c3-41ff-8a54-498a3a7f314b,backoffice_agent_helper_front,90f1b2b6-e731-47c4-b720-d4e9efb2406d,2023-02-02T12:43:57.044+0000,2023-02-02
139552e9-2114-4fe5-920e-8537ee120d24,backoffice_agent_helper_front,ab60497c-e2a5-4d49-b46d-5031840bd2d0,2023-02-02T12:34:34.994+0000,2023-02-02
9c4a37f5-6d27-4df8-bc55-3cc44acf160d,backoffice_agent_helper_front,e96a9fda-6a1e-4f52-a92c-4be3415c0a76,2023-02-02T12:45:53.933+0000,2023-02-02
66727077-56ac-4ced-b23b-f32aa563649a,backoffice_agent_helper_front,3c891d47-f019-4a7d-ae5e-9445de389195,2023-02-02T12:46:56.676+0000,2023-02-02
1c145397-2db7-4601-91d1-715bc299c112,backoffice_agent_helper_front,e26ab427-54ab-4f6e-8e2e-6374482d56a2,2023-02-02T12:36:30.567+0000,2023-02-02
e2fd3a3b-7d92-45ba-adef-12e2409049f4,backoffice_agent_helper_front,d69fe182-de9e-40d1-ad25-8f9fe71a04bc,2023-02-02T12:47:35.447+0000,2023-02-02
69c95aeb-d76c-4d36-b0a3-36b684a19441,backoffice_agent_helper_front,efac6320-5628-4826-a784-27e60d4704a9,2023-02-02T12:47:35.858+0000,2023-02-02
8c66fc14-ac43-4930-95a1-e008f37f45de,backoffice_agent_helper_front,7e4b21c4-d294-4918-8f7a-19c497e910f3,2023-02-02T12:42:31.298+0000,2023-02-02
af84c50c-747d-4823-9263-09e26cfa5739,backoffice_agent_helper_front,529ee636-67ed-412a-abc2-ebaedb580e40,2023-02-02T12:48:04.090+0000,2023-02-02
114211d6-7ffb-488a-a5e1-62e86bfe308e,backoffice_agent_helper_front,580e8b1b-0e9d-49e9-bfb6-e196850b877a,2023-02-02T12:48:15.355+0000,2023-02-02
11e8071c-1230-4f81-aa6c-351d11e30d79,backoffice_agent_helper_front,2849da05-fa99-4eaf-b365-bd2d9fc3e6b0,2023-02-02T12:48:30.955+0000,2023-02-02
bb08d9d0-8717-4507-84be-8cb95215bcd4,backoffice_agent_helper_front,f4712a27-2c17-415c-b654-1ef23f703e95,2023-02-02T12:49:24.773+0000,2023-02-02
9db4836a-28e1-43ab-8e76-f12ab34d3962,backoffice_agent_helper_front,768926c6-9fc9-4c12-9b0b-92976c4c5682,2023-02-02T12:30:48.588+0000,2023-02-02
a2d90ba1-c748-4e98-82de-9366086d6057,backoffice_agent_helper_front,c017307d-c8f3-46ed-ac23-f5e08caca1f6,2023-02-02T12:50:33.940+0000,2023-02-02
048c4ac2-8204-4710-8b66-c8b8f750fc15,backoffice_agent_helper_front,9350f208-6480-4414-8de4-2229d914bafc,2023-02-02T12:51:53.904+0000,2023-02-02
7ee1cbc2-64fc-4843-a7e1-ccf3d86f2b6a,backoffice_agent_helper_front,03ea5369-52b9-4009-901d-574e64831ccc,2023-02-02T12:52:35.588+0000,2023-02-02
048c4ac2-8204-4710-8b66-c8b8f750fc15,backoffice_agent_helper_front,9350f208-6480-4414-8de4-2229d914bafc,2023-02-02T12:51:53.904+0000,2023-02-02
4fdef3e2-29f6-4c68-84c8-902605f52d20,backoffice_agent_helper_front,af639da5-9984-4993-b0ba-dd98a14f8c5a,2023-02-02T12:37:35.009+0000,2023-02-02
a556071f-f34f-4bb3-b0d3-e983aed93cba,backoffice_agent_helper_front,ab67814b-c3d3-486f-8519-c34db81baa26,2023-02-02T12:53:21.396+0000,2023-02-02
7674cbd4-51fa-4111-af3d-96c8d8c41c8f,backoffice_agent_helper_front,d3727dab-cc40-42de-a1bf-de8daf369617,2023-02-02T12:53:39.854+0000,2023-02-02
322897be-414d-4ea9-b062-440a5f0087e5,backoffice_agent_helper_front,d86ccd36-e5d2-4298-a236-7d0843047345,2023-02-02T12:49:05.053+0000,2023-02-02
f3baf8c7-4e87-4796-9e4d-eda9705c56f6,backoffice_agent_helper_front,b45e2e9f-e3ab-416d-8fff-ff76e1728c04,2023-02-02T12:54:19.573+0000,2023-02-02
80d7b0ec-c810-437a-b24a-9561f5aa064e,backoffice_agent_helper_front,b52c7ce4-9274-4dd2-ba57-e1bf599fd5dc,2023-02-02T12:46:08.671+0000,2023-02-02
1d09471e-323f-4ee1-95c9-f8e17103cdad,backoffice_agent_helper_front,27fbc9ed-cd93-4b80-82ee-be8253aed995,2023-02-02T12:50:57.303+0000,2023-02-02
16ba51f6-ec3f-4d3e-aa4f-14b8b0969c21,backoffice_agent_helper_front,0707a15c-06b0-4162-af8b-f08f6302fbde,2023-02-02T12:53:55.594+0000,2023-02-02
9196069b-5557-4221-9656-dd1be24cf32d,backoffice_agent_helper_front,c1aa5456-4e85-4559-b0bd-8a5bfdb473cd,2023-02-02T12:47:11.374+0000,2023-02-02
c4c1201a-296c-4688-aec5-4a20304e1c98,backoffice_agent_helper_front,b96d02e4-ef5f-4c69-a413-52e4c1c24cb3,2023-02-02T12:36:09.632+0000,2023-02-02
7bf16648-fbcd-42dc-9e78-07a224134111,backoffice_agent_helper_front,e6c66a6c-9204-451e-8267-91efff0880c2,2023-02-02T12:57:28.226+0000,2023-02-02
1a21d186-8b7a-4452-be76-f4eaec610c90,backoffice_agent_helper_front,e77fcd57-c7aa-411e-8176-01a26a996bfc,2023-02-02T12:57:33.774+0000,2023-02-02
70703e06-f278-4ada-8075-9b5571884407,backoffice_agent_helper_front,094a8c54-ec92-4ea3-8ac3-00d060ae343f,2023-02-02T12:27:35.693+0000,2023-02-02
3ab55d16-d8e8-4731-aba2-e590096fbc64,backoffice_agent_helper_front,e0fb8120-9098-4231-8a08-f927893264e6,2023-02-02T12:57:07.233+0000,2023-02-02
7fc68515-8481-4789-923b-f05661e058f6,backoffice_agent_helper_front,01ea3b4a-1949-4008-acd2-d4741fe1498d,2023-02-02T12:48:18.466+0000,2023-02-02
5445e071-d2a1-47b3-8f70-ca865a083170,backoffice_agent_helper_front,efe5a718-9cf8-4b79-b08d-cc800ffb7a6c,2023-02-02T12:58:47.989+0000,2023-02-02
6503f4f5-5bcb-4fee-bf96-e521b70be43a,backoffice_agent_helper_front,2b995892-4c92-42ca-8196-cac4fca49c47,2023-02-02T12:44:10.315+0000,2023-02-02
3bb61617-58fc-48dc-b51a-b849eb24205d,backoffice_agent_helper_front,a1b163bf-1175-4ca8-9238-4b6945f331b3,2023-02-02T12:44:53.043+0000,2023-02-02
ed524920-2054-4c31-b1b1-ea80448f9ce7,backoffice_agent_helper_front,963925f9-42d6-4022-aa6a-d569bed0200e,2023-02-02T12:46:22.382+0000,2023-02-02
b23f6471-00bd-4ee4-8c27-0cb5c382c00e,backoffice_agent_helper_front,7a592b9f-dd16-496a-b6f3-8a25e2c82d63,2023-02-02T12:29:42.068+0000,2023-02-02
22e9ba20-3056-457f-a905-24226622c574,backoffice_agent_helper_front,ab67814b-c3d3-486f-8519-c34db81baa26,2023-02-02T12:37:38.264+0000,2023-02-02
1a07dac7-5526-49b0-8320-6592c58a520a,backoffice_agent_helper_front,8c0662c3-b40f-4002-a818-6047c01e6858,2023-02-02T12:37:40.050+0000,2023-02-02
5737644b-7d8d-4911-8bd2-4e6dd193876d,backoffice_agent_helper_front,756cb157-1c3f-4c73-bf05-221b71ad2f05,2023-02-02T12:30:39.269+0000,2023-02-02
1ed34e2e-f823-47f1-bdbd-1b93b7a466dd,backoffice_agent_helper_front,d4b8d440-4cc7-4242-8451-386647964bae,2023-02-02T12:33:03.598+0000,2023-02-02
322897be-414d-4ea9-b062-440a5f0087e5,backoffice_agent_helper_front,d86ccd36-e5d2-4298-a236-7d0843047345,2023-02-02T12:49:05.053+0000,2023-02-02
bb08d9d0-8717-4507-84be-8cb95215bcd4,backoffice_agent_helper_front,f4712a27-2c17-415c-b654-1ef23f703e95,2023-02-02T12:49:24.773+0000,2023-02-02
b5ac87d5-fc05-4fbd-aaf2-29c25ee5caa9,backoffice_agent_helper_front,8fe0f401-3830-4651-ba1d-6dae83662c99,2023-02-02T12:51:20.765+0000,2023-02-02
32bee986-0a9f-49c2-ad9c-6dd748c327c9,backoffice_agent_helper_front,fe77d47a-d91b-4521-8195-588cf20a73ff,2023-02-02T12:51:34.758+0000,2023-02-02
0cfe3675-35db-4df3-8aaf-9e34f7ab6471,backoffice_agent_helper_front,ac4af2e9-1cf6-4694-95bb-a687c016ee80,2023-02-02T12:29:42.219+0000,2023-02-02
69c95aeb-d76c-4d36-b0a3-36b684a19441,backoffice_agent_helper_front,efac6320-5628-4826-a784-27e60d4704a9,2023-02-02T12:47:35.858+0000,2023-02-02
048dfe38-ffba-4ae3-9c6c-8af6db95a7d9,backoffice_agent_helper_front,345d7766-3fc1-4f87-810d-e7128e474355,2023-02-02T12:53:29.202+0000,2023-02-02
baba09af-0d77-4165-8de6-44dad830f7b0,backoffice_agent_helper_front,3e1a5017-cad6-4076-b997-db9125cd5f9a,2023-02-02T12:44:37.094+0000,2023-02-02
0f950854-f865-4fa0-897b-6cb9fa25ab3e,backoffice_agent_helper_front,8c0662c3-b40f-4002-a818-6047c01e6858,2023-02-02T12:54:07.327+0000,2023-02-02
379ecc47-f39a-4ae4-9677-24ea58e9142c,backoffice_agent_helper_front,4682c6f3-cb30-4061-8f4b-ff58be538ed8,2023-02-02T12:36:44.117+0000,2023-02-02
82a6da00-e717-4064-a40f-9323d1c150ae,backoffice_agent_helper_front,21df203e-6022-4ede-96aa-93ac8f4fbcc6,2023-02-02T12:50:19.887+0000,2023-02-02
1926eb40-58d7-44f2-aa97-7ebb6ebfb4ea,backoffice_agent_helper_front,756cb157-1c3f-4c73-bf05-221b71ad2f05,2023-02-02T12:47:49.706+0000,2023-02-02
12c557a7-d70a-48d2-bbed-202fcf4bb99f,backoffice_agent_helper_front,8ecba30c-5160-49d7-b1ab-6f3686d0d6d3,2023-02-02T12:55:53.665+0000,2023-02-02
fa9e7546-b6ce-46f8-add1-744534e98340,backoffice_agent_helper_front,c4aa9cc3-7331-4fcd-8163-67c218edd0c8,2023-02-02T12:55:48.558+0000,2023-02-02
38bba29b-6c92-4c4d-8dcf-7ae3b90419d4,backoffice_agent_helper_front,255088d7-a93d-46a3-8b82-6e38a4e2105d,2023-02-02T12:56:08.850+0000,2023-02-02
3f210e12-1a49-496e-a2c4-fcbdebf61201,backoffice_agent_helper_front,8708245a-d1bd-439b-ad65-56016e388bb8,2023-02-02T12:47:28.660+0000,2023-02-02
476d1270-f896-47bd-8679-070f7e24d212,backoffice_agent_helper_front,9df7904c-c744-49cb-a3e0-014cce4ebbe4,2023-02-02T12:32:34.646+0000,2023-02-02
90e986f1-4ee5-4b6c-8553-ff660abcf770,backoffice_agent_helper_front,25bb4c9d-b91c-4bfe-92f3-84af20e88bb8,2023-02-02T12:56:21.025+0000,2023-02-02
589d17ee-e524-48df-bdc7-2c62f19718c6,backoffice_agent_helper_front,7d7cb01b-a6e3-48cd-ae80-e64b2998bfbe,2023-02-02T12:56:45.157+0000,2023-02-02
5b6ca1a3-0efb-4a68-be1f-42ce5546795e,backoffice_agent_helper_front,bba9c8dc-7270-44e6-b9df-3c3e916fd570,2023-02-02T12:37:48.276+0000,2023-02-02
a3e590e7-0248-412f-9d12-0af3e5337efa,backoffice_agent_helper_front,874ac94b-ebd8-4e8d-beb0-fab4b0f78028,2023-02-02T12:57:10.277+0000,2023-02-02
a3e590e7-0248-412f-9d12-0af3e5337efa,backoffice_agent_helper_front,874ac94b-ebd8-4e8d-beb0-fab4b0f78028,2023-02-02T12:57:10.277+0000,2023-02-02
27ebd213-77d3-4db9-8c89-78e8c8be6186,backoffice_agent_helper_front,156847ae-9290-4e26-8808-76e33f4fff77,2023-02-02T12:53:10.156+0000,2023-02-02
aa37a669-ed08-4278-902c-22ec4c86ac31,backoffice_agent_helper_front,7544b5d3-aa81-48d2-b06e-64fee2e1698a,2023-02-02T12:57:29.813+0000,2023-02-02
ba97bc2c-7afd-436a-bba8-5c63547fcb99,backoffice_agent_helper_front,afbf0dd4-3865-400a-9cbf-ebd4caf7cf53,2023-02-02T12:57:37.660+0000,2023-02-02
83bda51d-9c61-421a-9d4a-43866c7c2946,backoffice_agent_helper_front,bc7c3896-f1f9-482c-b781-9d7543cabac6,2023-02-02T12:58:33.787+0000,2023-02-02
ea2065a0-ae47-4480-b35b-57b8a1490e4f,backoffice_agent_helper_front,63f4ec41-0003-4a6c-ad47-62625a84138d,2023-02-02T12:55:22.891+0000,2023-02-02
8c3637d4-5f27-4fc9-b136-250fd7772a0b,backoffice_agent_helper_front,f8b6eccd-d86a-4b55-ac3a-2708ae211956,2023-02-02T12:38:56.516+0000,2023-02-02
563632ef-c9cb-4c25-a2e5-72fd7ad7b2f2,backoffice_agent_helper_front,edab9f2a-21aa-4d86-a442-d5145e471562,2023-02-02T12:46:11.460+0000,2023-02-02
ee324199-e764-4a74-b155-add318577586,backoffice_agent_helper_front,0881dd74-d017-4a84-8b46-f5a1bd22abb2,2023-02-02T12:46:45.551+0000,2023-02-02
ee324199-e764-4a74-b155-add318577586,backoffice_agent_helper_front,0881dd74-d017-4a84-8b46-f5a1bd22abb2,2023-02-02T12:46:45.551+0000,2023-02-02
e60be25e-4a9e-419a-b5ec-cf368a2777eb,backoffice_agent_helper_front,e18078ca-a89e-4b7e-8551-27614f1cb04a,2023-02-02T12:46:58.787+0000,2023-02-02
3f210e12-1a49-496e-a2c4-fcbdebf61201,backoffice_agent_helper_front,8708245a-d1bd-439b-ad65-56016e388bb8,2023-02-02T12:47:28.660+0000,2023-02-02
fb483a11-6129-413b-a4cd-4dbc625df791,backoffice_agent_helper_front,d821894f-37e3-49d1-8074-ddeb07aac4b3,2023-02-02T12:47:29.280+0000,2023-02-02
0d0f0f85-b630-404d-a93b-58efdb6b48ad,backoffice_agent_helper_front,5f6ea289-33e2-48aa-a9a4-15b6cbd324c2,2023-02-02T12:47:52.123+0000,2023-02-02
4a78a246-344c-447d-84db-9226ce8cc145,backoffice_agent_helper_front,e0fb8120-9098-4231-8a08-f927893264e6,2023-02-02T12:47:39.861+0000,2023-02-02
27945162-279d-4b24-9e1e-cdbd47cee318,backoffice_agent_helper_front,2849da05-fa99-4eaf-b365-bd2d9fc3e6b0,2023-02-02T12:28:59.136+0000,2023-02-02
687a9c3f-5fc5-42c6-8700-45ea50ae4338,backoffice_agent_helper_front,beb09078-ee85-44cc-b153-6074ba5eb6e3,2023-02-02T12:15:27.620+0000,2023-02-02
2348a504-fecd-48c0-a151-2f0085b61c74,backoffice_agent_helper_front,b7c98937-1c41-4611-87e5-a5b1c254fc19,2023-02-02T12:49:54.029+0000,2023-02-02
576ab048-5b9f-4698-ab9b-82b3ce2a0055,backoffice_agent_helper_front,3c162f85-6538-4ed0-88aa-9454b84eb293,2023-02-02T12:50:25.484+0000,2023-02-02
2195e629-6e8e-4116-80d4-8c3580fcb06c,backoffice_agent_helper_front,ee9a2f2b-75b7-4425-ab6b-39f2734fa84c,2023-02-02T12:25:47.902+0000,2023-02-02
c7345239-e2ba-45e8-9dbd-36e713316b80,backoffice_agent_helper_front,161fb3bb-5d66-442e-960c-d5d6ef3a60b4,2023-02-02T12:53:42.013+0000,2023-02-02
380e722d-b847-44ca-bd4d-357f5fcbdcc2,backoffice_agent_helper_front,4d5d22ec-97ba-4ae7-897e-b7a0afd0ef7e,2023-02-02T12:53:59.151+0000,2023-02-02
828d2705-7a60-45ca-b2d4-a8fa1f165abf,backoffice_agent_helper_front,3dae7fb3-6c07-48c1-8b8f-8c0734ebc097,2023-02-02T12:54:21.986+0000,2023-02-02
65f6ab33-c372-476a-af7f-82dd5be5f813,backoffice_agent_helper_front,dbb49564-4b8c-47c7-b2e8-1bf7e24cc2a6,2023-02-02T12:49:10.932+0000,2023-02-02
b6f8a508-b50a-40e9-a70d-76ed8b86054a,backoffice_agent_helper_front,08ced6f8-d494-4bbb-aab6-afd7b69792c0,2023-02-02T12:55:08.212+0000,2023-02-02
0362c7ef-c23a-4b22-9eed-32ff8fa28c65,backoffice_agent_helper_front,04c154dc-3a68-4709-93fc-3560dfc3797b,2023-02-02T12:18:57.133+0000,2023-02-02
a440b2c0-239b-4f84-baac-92138b3c1d72,backoffice_agent_helper_front,c65c1aac-1326-4fb5-b33f-7eab920c3502,2023-02-02T12:57:30.961+0000,2023-02-02
eb53bec2-fa04-4298-bc58-8916e34d3716,backoffice_agent_helper_front,9d5e0aed-58fc-4c93-94ab-512e157c753a,2023-02-02T12:57:53.685+0000,2023-02-02
58fef550-a0f5-4bb8-b556-8e94abe1dfb0,backoffice_agent_helper_front,10a18fb0-e9de-4111-b22a-8d924f2a1782,2023-02-02T12:58:14.770+0000,2023-02-02
8792d9be-610e-4e94-8de5-97c355d13f44,backoffice_agent_helper_front,72d710f5-67ce-4b07-a5ba-baa43b9338c4,2023-02-02T12:44:18.097+0000,2023-02-02
376a9cb4-5af9-4d94-b8ef-1f1730a968e8,backoffice_agent_helper_front,aaf0e6d9-2684-4de9-8ad6-06f9457525f0,2023-02-02T12:58:49.940+0000,2023-02-02
d6308873-708a-45a6-aecf-07a1fabf753a,backoffice_agent_helper_front,5aa8402a-8e48-440f-b85e-f868ed5fe12f,2023-02-02T12:59:02.907+0000,2023-02-02
acc290f2-c7cc-468f-99aa-3a7dd5c7dd50,backoffice_agent_helper_front,3b8bd977-6f35-4a83-85c5-676f7f1e0ba5,2023-02-02T12:59:14.479+0000,2023-02-02
359a3e45-db34-4e34-9e27-fccb40975257,backoffice_agent_helper_front,f59a4d08-e724-495b-8bc3-535d26fc0cbe,2023-02-02T12:50:15.629+0000,2023-02-02
939c42aa-90cb-41b9-82d3-1ef1e69f9952,backoffice_agent_helper_front,315aef23-3a7b-4135-a803-6f6a22315c56,2023-02-02T12:51:53.060+0000,2023-02-02
2d6401eb-6107-46b8-a9a8-d9730ef5443d,backoffice_agent_helper_front,a8a02cfe-b2ed-464c-91b7-b788cc598466,2023-02-02T12:34:49.127+0000,2023-02-02
4ba9c99b-21e7-430b-a1e7-746e142cc1d9,backoffice_agent_helper_front,f7587382-a09a-471a-addc-1607cf8b0dd9,2023-02-02T12:45:35.529+0000,2023-02-02
78d850f8-3d0b-4b75-ad89-fab0e9b9f6aa,backoffice_agent_helper_front,32061201-2247-47f5-9455-3b0738fc54e0,2023-02-02T12:39:03.196+0000,2023-02-02
80d7b0ec-c810-437a-b24a-9561f5aa064e,backoffice_agent_helper_front,b52c7ce4-9274-4dd2-ba57-e1bf599fd5dc,2023-02-02T12:46:08.671+0000,2023-02-02
